<DIMENSION> 16
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	123
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	11
42	66	 0	 0	 0	 0	14
42	68	 0	 0	 0	 0	14
42	65	 0	 0	 0	 0	10
40	69	 0	 0	 0	 0	36
40	66	 0	 0	 0	 0	27
38	68	 0	 0	 0	 0	36
38	70	 0	 0	 0	 0	42
35	66	 0	 0	 0	 0	18
35	69	 0	 0	 0	 0	8
25	85	 0	 0	 0	 0	43
22	75	 0	 0	 0	 0	3
22	85	 0	 0	 0	 0	26
20	80	 0	 0	 0	 0	33
