<DIMENSION> 31
<VEHICLE_CAPACITY>	100
<NUMBER_OF_VEHICLES>	22
<TIME_HORIZON>	180
<VERTICES> XCOORD - YCOORD - DEMAND - OPENING_TW - CLOSING_TW - SERVICE_TIME - RELEASE DATE </VERTICES>
40	50	 0	 0	 0	 0	 0
45	68	 0	 0	 0	 0	0
45	70	 0	 0	 0	 0	16
42	66	 0	 0	 0	 0	20
42	68	 0	 0	 0	 0	20
42	65	 0	 0	 0	 0	15
40	69	 0	 0	 0	 0	52
40	66	 0	 0	 0	 0	39
38	68	 0	 0	 0	 0	52
38	70	 0	 0	 0	 0	61
35	66	 0	 0	 0	 0	27
35	69	 0	 0	 0	 0	12
25	85	 0	 0	 0	 0	63
22	75	 0	 0	 0	 0	4
22	85	 0	 0	 0	 0	38
20	80	 0	 0	 0	 0	48
20	85	 0	 0	 0	 0	5
18	75	 0	 0	 0	 0	53
15	75	 0	 0	 0	 0	35
15	80	 0	 0	 0	 0	19
30	50	 0	 0	 0	 0	44
30	52	 0	 0	 0	 0	50
28	52	 0	 0	 0	 0	28
28	55	 0	 0	 0	 0	2
25	50	 0	 0	 0	 0	31
25	52	 0	 0	 0	 0	66
25	55	 0	 0	 0	 0	3
23	52	 0	 0	 0	 0	61
23	55	 0	 0	 0	 0	42
20	50	 0	 0	 0	 0	15
20	55	 0	 0	 0	 0	62
